"","V1"
"TSPYL4",4.1314
"DAZ3",0
"MT1X",2.94
"GCNT1",1.1935
"LCE2D",0
"SESTD1",6.5329
"LCE3B",0
"FNBP1",7.8089
"DYNC2H1",1.1305
"KRT12",0.0345
"MAGED4B",0.0035
"BCAM",83.1514
"RSBN1L",3.705
"NPSR1",0
"WDR86",0.7138
"EPOR",2.4525
"FAM9C",0
"KRTAP9-8",0
"CIDEC",0.0444
"DCC",0.0106
"TAF9B",20.0774
"PCDHB13",0.1787
"MAGI2",0.2733
"LUZP2",0.0844
"LHFPL3",0
"CHP1",35.0054
"FPR3",10.4304
"H1-6",0
"C11orf96",4.5266
"KCNJ11",3.5981
"CDHR4",0.7605
"COL4A1",45.3418
"PLEKHG7",0.0054
"GJA4",8.1266
"PTMA",313.64
"H2AP",0
"HSPA14",8.3118
"ATP13A5",0.3586
"SIRT7",5.4058
"PRR27",0.0033
"IFT140",4.6796
"POTEG",0
"PRAMEF10",0
"AGMO",0.0678
"SBK2",0
"CYP26C1",0.004
"TLR5",1.5133
"USP7",20.4835
"NANOS3",0.5456
"FOXD4L3",0.0078
"NHLRC1",7.6219
"DPPA3",0
"COX8C",0
"PLEKHN1",4.313
"ZNF385C",0.2977
"MAGEH1",12.86
"TET3",2.2091
"ZNF286A",0.7672
"ISG15",3325.1298
"EXD3",1.1891
"OR5W2",0
"MYMK",0.3576
"C17orf97",2.4941
"ZKSCAN4",1.2848
"RGPD1",0.0095
"DHRS4L2",10.18
"SAMD11",11.3879
"PERM1",0.5281
"VMAC",6.0548
"C5orf52",0
"HAPLN4",0
"ERC2",0.026
"B3GLCT",3.0421
"SPRY4",5.8995
"ERAS",0.0667
"TRPV2",2.4069
"AMTN",0.0172
"EZHIP",0.0092
"C2orf88",0.1334
"OR2T27",0
"TMEM203",41.4009
"SLC18A3",0
"KBTBD12",0
"THSD4",3.4937
"DNAJB13",0.1383
"GABRD",1.6051
"AMY1C",0
"TCEA1",20.3596
"NHEJ1",0.0997
"FANCA",0.3572
"SECISBP2",3.5732
"OR52B6",0
"C9orf153",0.0594
"SSX7",0
"ADH1A",0
"SEMA4D",2.5284
"KRTAP10-8",0
"LIN28B",0
"DIPK1C",0.0045
"DNAH17",0.041
"MCRS1",9.8805
"TMEM72",0
"FANCM",0.7486
"FAM205C",0
"ZNF70",0.912
"CARD9",0.6074
"PEAR1",0.9747
"ZFP69B",0.5082
"TMEM202",0
"SOWAHD",0.3876
"ZFP69",1.4303
"HELT",0
"RTL4",0.0067
"TMEM220",0.3515
"C2orf78",0.0057
"H1-2",69.3386
"PLSCR3",0.0061
"EIF4EBP1",36.12
"P2RX2",1.6024
"ASCL4",0.0077
"OR6C75",0
"CCDC157",1.027
"TTC24",0
"FAM122A",4.9396
"PALM3",0.2551
"GFRAL",0
"FYB2",0.3853
"SHISA7",0.0086
"LRRC74B",0.0439
"DMBT1",0.0204
"CLEC17A",0.0112
"OR51I2",0
"LCN10",0
"LDLRAD2",0.0619
"C2orf66",0.2087
"OVCH1",0.0351
"CYHR1",10.0328
"COL14A1",6.1925
"DNER",0.0354
"CPSF4L",0.1366
"KLHL17",1.4158
"ZCCHC13",0
"PLA2G2C",0.1398
"ZSCAN23",0.0424
"RINL",1.0348
"C17orf99",0
"OR7D2",0.0603
"TPRG1",18.801
"MORN2",16.7763
"RTP5",0
"S100A3",0.5789
"UBQLN2",8.9564
"RILPL1",1.2373
"C19orf67",0.0227
"ZNF490",1.618
"CLCN1",0.0576
"NRN1L",0
"NWD1",0.1063
"ARL4C",7.1988
"RNF133",0.1132
"TMEM221",0.3164
"TREML4",0.0193
"RAB42",2.1103
"WNT7B",6.8286
"C11orf95",4.7212
"SCGB1C1",0
"PRSS45P",0
"PLA2G4E",0.003
"GPR89B",0.8171
"MESP2",1.2303
"FAM25A",0
"EYS",0.0642
"C6orf132",7.5344
"DAZ1",0
"OR2AG2",0.0082
"MAPK12",1.6707
"TMEM215",0.0163
"NUTM2G",0.0267
"COL4A5",10.2694
"KRTAP10-6",0.014
"AGRN",57.3384
"NHS",0.4603
"OTOG",0.0048
"FAM166A",0.0193
"TMPPE",0.1613
"ZNF626",4.6021
"HEPACAM2",0.1472
"SMTNL2",0.014
"ZC3H6",0.4553
"LAMTOR4",44.3416
"PRKAR1B",6.0167
"NUTM2B",0.0445
"NCR3LG1",0.0519
"DCUN1D3",2.3475
"POTEE",0.0207
"AD000671.1",0
"ZNF793",0.3722
"TUBB4B",339.4575
"AGAP4",0.2403
"COMMD6",41.7988
"PLA2G2A",0.1385
"IL17REL",0
"HYKK",1.1334
"OR7A5",0.016
"C15orf62",0.3449
"RUFY4",0.2315
"ZNF383",0.8367
"HES4",29.7994
"IGFL1",0.3795
"ZNF669",3.2493
"PEAK3",0.0678
"LRRIQ4",0.0857
"CENPP",1.8319
"PLSCR1",23.3327
"C3orf62",3.2493
"ENO4",0.3941
"ZNF559",1.1664
"SBK1",14.8179
"OR6C6",0
"BSPH1",0
"SLC38A3",1.262
"OR6N2",0
"GTF2F2",10.2363
"CIBAR1",1.881
"FOCAD",2.9939
"PRR19",2.3567
"ZP3",3.155
"C10orf99",0.0422
"H3-5",0.1405
"IFNA2",0.0152
"JAKMIP3",0.3283
"PPP3R2",0.0051
"PDCD1",0.2322
"CLEC2A",0
"GPR21",0.1218
"TCTEX1D4",0.3978
"SELL",2.0247
"MAGEB5",0
"CHM",1.7038
"NANOS2",0
"BLOC1S5",3.8025
"CERKL",0.0474
"SLC24A5",0.011
"IER5L",8.277
"H2AX",68.0336
"INSC",0.0101
"SERPINA5",11.1069
"C19orf54",5.5664
"LCTL",0.0939
"NCCRP1",12.0705
"KRTDAP",0.1841
"COL25A1",0.0278
"FAM83G",1.0474
"CFAP77",0.8253
"SRSF10",8.3935
"HBA2",1.1354
"DUSP28",0.734
"CCDC9B",2.2598
"NBR1",12.0631
"OR2G6",0
"RALGAPA2",7.3499
"NDOR1",6.1619
"FBLL1",0.3791
"NKAIN2",0.0195
"KRTAP1-1",0
"PAQR9",0
"CLEC20A",0.0103
"CFAP54",0.1454
"CLN3",0.0319
"FAM72B",0.086
"ASAH2",0.0024
"SUMO2",38.8481
"NANOS1",1.4717
"HMX3",0.9039
"IGFL3",2.9406
"GOLGA8M",0.0158
"ZNF177",0.0063
"RTL6",10.1075
"DPYD",4.3476
"S100A16",337.8271
"PTAR1",1.6591
"CC2D2B",0.046
"RNASE9",0
"SAXO2",1.6636
"RHCE",2.7158
"C2orf80",0
"IDO2",0
"PARVB",6.2893
"SLC4A5",0.1495
"UROS",7.4913
"OR56A5",0
"KRTAP24-1",0
"ZDHHC9",15.5442
"ZBED6CL",1.4781
"QRFP",0.1893
"DUSP29",0
"SMIM15",26.8047
"OSTN",0
"VWC2",0.0108
"FAM221A",0.3147
"TMEM120B",1.4139
"FSIP2",0.0066
"RBM34",0.3727
"NOXA1",6.0517
"TMEM198",2.2798
"BCL2L15",0.0191
"FZD9",0.1039
"SPRED3",0.1661
"OPTC",0
"PLET1",0.0226
"ADRB3",0.006
"SKOR1",0.0656
"CATSPER4",0.0171
"PRELP",22.9823
"PLA2G2E",0
"ZNF548",3.1835
"MTF1",3.6827
"TMCO2",0.0206
"SHISA6",0.0588
"TMEM201",4.6055
"NHLRC3",3.3534
"HMX2",0.1923
"SNTN",0.3285
"ZDHHC11",0.8378
"CALHM6",0.2053
"CNR2",0.0198
"SLX4",1.2699
"GLRA4",0.0677
"ENTPD8",0.3188
"RPL14",106.1492
"BEND4",0.002
"FAM78B",0.4135
"ZNF563",1.2948
"TMC3",0.021
"FBF1",0.7286
"KLRG2",1.1361
"ASTL",0.0736
"MSL1",34.4815
"AC099489.1",0.0347
"LRRK2",0.179
"BSX",0
"GJB3",0.2503
"INSYN2A",0.0898
"TRMT2B",1.8053
"HACD4",2.1692
"CFAP126",23.4313
"NYX",0.0056
"FAM120AOS",14.6044
"UTS2B",0.0361
"C9orf152",7.4403
"NOC2L",23.7785
"MSANTD1",0.0261
"AADACL3",0
"NELFB",28.2386
"SLC15A5",0
"LIPI",0.0299
"LRRC66",0.392
"ZNF292",2.3237
"HUS1B",0.1018
"KCTD21",7.099
"SBSN",0.1313
"ADAT2",0.505
"KIR2DL4",0.1916
"MAGEB16",0
"VHLL",0
"DUSP21",0
"ZNF567",1.3913
"NDUFA4",77.8322
"ANKDD1B",0.0937
"ALKBH2",10.0988
"RNFT1",3.2382
"RNF222",0.0057
"CGB5",0
"RELN",0.0082
"FAM111B",11.3192
"APOD",24.0786
"H1-0",188.8885
"GAGE2A",0
"LITAF",21.9741
"VSTM1",0.1609
"TMEM120A",26.2822
"ARID2",3.2975
"FAM25G",0
"SF3B3",11.544
"PRSS48",0
"IL1RAPL2",0.0213
"BLOC1S3",11.8874
"SP6",7.4109
"ANKRD34B",0.0091
"PLAC9",2.2717
"FAM47B",0
"NKAPL",0.136
"FSCB",0
"CLDN4",43.6442
"ZNF573",0.2633
"GRAPL",0.0264
"FAM47E",0.0713
"JPT1",47.6566
"ZNF527",0.5944
"ZAR1L",0.022
"KRTAP10-12",0
"S100A13",10.1614
"ZNF33A",10.0131
"OR14I1",0
"KRT77",0.0563
"PCDH18",3.165
"DCAF8L2",0
"ZNF600",1.6804
"BTBD8",0.5482
"MAOA",0.1478
"C15orf61",0.8491
"NUGGC",0.0907
"TSPYL1",8.2359
"SPANXN3",0
"TRIM64B",0
"PNRC2",49.5025
"DRICH1",0.1335
"GJB5",0.3978
"FHIT",0.868
"ALKAL2",0
"ZKSCAN3",1.0424
"FOXR2",0
"RRP7A",5.8174
"LIN54",0.9823
"FAM53B",7.0985
"FAM180A",1.1894
"BNIP5",0.0047
"SPANXN4",0
"S100A14",327.1888
"KAZN",1.572
"SLC35E2B",4.8885
"TOGARAM2",0.0196
"SPATA31D4",0
"NEMP2",1.3537
"ALG1L",0.2063
"KIAA0408",0
"GSPT2",3.4265
"TBC1D28",0
"C8orf76",2.0343
"CXCL17",5.7538
"OTUD6A",0
"HMGB1",30.3796
"MMP23B",0.1656
"SH2D5",0.0116
"ZFP92",0.151
"NCR1",0.0092
"RASSF10",0.2356
"GJB4",0
"OR2L13",0.0086
"BLOC1S2",22.2743
"SYCP2",0.6885
"ZNF724",0.1987
"IL1RAP",0.9117
"PTPRT",4.5744
"MYBPC1",0.6927
"PAX5",0.0145
"OR5K4",0
"OR6M1",0.0165
"SPOCK3",0
"ZNF676",0.0404
"ZNF699",0.4786
"TDRD7",10.4687
"CCDC189",0.1073
"OR8A1",0
"KIAA0895L",1.6359
"HLA-DRB1",96.2645
"VN1R2",0
"MYT1",0.1115
"SERPINA3",0.0661
"AKR1C3",12.3198
"SPATS2L",15.7264
"ZNF250",3.3821
"WDSUB1",4.2487
"ZNF79",3.5048
"S100A4",54.9951
"PLEKHG4",0.5007
"KRTAP4-3",0
"FAT4",0.1938
"KIF19",0.1572
"OR6K2",0
"ZNF681",1.753
"ACADSB",7.2353
"STK40",13.5069
"OR10J1",0
"TMEM63A",5.5273
"CTSE",0.0195
"SEMA4A",5.3518
"HRCT1",3.2545
"MPHOSPH8",10.8282
"GREB1",27.9019
"SIRPB2",0.2102
"ZNF766",6.7424
"RYR1",0.295
"SRGAP3",0.2021
"KRTAP5-3",0
"FAM217B",2.7055
"SULT1C3",0
"TUBB",539.0763
"LCOR",1.4136
"SUPT5H",20.2253
"XPNPEP3",3.9429
"OR2T2",0
"OR2C3",0
"ZNF107",3.3771
"OR10S1",0
"SFTA2",0
"PPIA",102.7953
"ZNF471",0.5389
"ZNF836",1.9379
"ZNF493",0.5487
"GTF2IRD2",0.4447
"GRM7",0.0191
"SUPT3H",2.2666
"BECN2",0.0134
"NIF3L1",20.372
"ATP2A1",0.1645
"IARS1",16.9206
"POM121",1.2375
"ZBTB44",4.4889
"GIMAP5",0.0115
"STK31",0.0424
"CGB7",0.0103
"NLGN3",0.3603
"OR8D1",0
"ADH7",0.0056
"ZKSCAN7",0.8925
"ZNF729",0
"CD55",32.8023
"CPNE4",0.0162
"ZNF565",1.5308
"NTNG2",0.5919
"ELAVL3",0.0073
"WDR5",19.9037
"LONP1",19.4165
"TRRAP",3.5217
"NUDT11",0.4747
"SRGAP2B",0.1323
"FUT4",0.8035
"ASB13",19.0094
"SLC35F1",0.1869
"ZNF34",4.5623
"ZNF781",0.2938
"ZNF140",2.0578
"INCA1",0.9181
"ZNF774",0.6691
"PTPN1",26.2307
"EVL",13.5479
"SPANXD",0
"THEM5",3.7292
"NOXO1",0
"EPHB4",24.6789
"PRTN3",0.2513
"ZNF765",0.7859
"ZNF124",1.8786
"XRCC6",132.5124
"S100A5",0
"C20orf204",3.8774
"PPP1R26",4.8918
"NBPF4",0.0134
"TSC22D2",3.0559
"CRYBA4",0.0645
"ASMT",0.0097
"ASMT",0
"NPIPB15",2.4315
"ZNF569",1.8997
"ARMCX4",0.112
"YRDC",9.1081
"ZNF777",9.8672
"PIK3R4",5.5363
"ZNF775",1.1359
"ZNF605",1.3315
"TRAPPC2",2.8273
"RFX8",0.4633
"MYL6B",9.2516
"ZNF799",2.3941
"FGF16",0.0835
"SIAH1",1.0504
"GK2",0
"C20orf96",19.73
"ESRRG",0.6585
"IPO4",0.0354
"NCOR2",9.9252
"SULT1A1",5.1013
"ARL9",0.7406
"PRPF40A",11.5313
"GDAP2",1.1424
"TCEAL3",18.6555
"ANAPC7",12.3184
"TPK1",0.4387
"SLC6A9",10.2361
"AFAP1",0.3309
"NACA",78.0283
"MYO18A",1.1288
"OR2T3",0
"SPTSSB",2.2333
"BORCS6",2.6707
"MAN2A2",4.091
"MME",1.3962
"FAM72A",0.4734
"CCDC196",0.0123
"CACNA1H",5.2992
"SULF2",42.4374
"HBG2",0
"LAMA2",1.3933
"PFN3",0.0314
"PLXNB2",68.4366
"OR5AC2",0
"AJAP1",0.043
"XRCC2",1.5726
"MYO6",13.1201
"MRTFA",8.0419
"MBD3L2B",0
"HDAC2",10.7438
"ZNF782",0.9606
"SLC22A25",0.0046
"POTEF",0.0111
"ZNF846",1.6535
"MMP1",27.3306
"ADH1B",0.0113
"UGT2B15",0.7578
"TCF4",2.9487
"WNK3",0.0409
"SDHAF3",8.5122
"HRH1",2.29
"RABL6",13.8569
"ZNF136",3.0799
"ZKSCAN5",3.3079
"ZNF502",1.5035
"TRAPPC4",15.056
"TTC30B",8.9618
"SLC30A10",0.0039
"TECPR2",2.1194
"TLR7",0.7823
"FAM180B",0.0124
"ZFP62",7.851
"ERI2",1.3708
"TOMM7",63.9221
"HSH2D",12.5217
"TRPV1",1.6289
"ZNF33B",3.8652
"ZNF512B",8.1069
"AMZ2",28.7443
"ZNF431",1.1984
"ALKAL1",0
"NF1",2.4278
"VKORC1L1",10.1926
"ZNF418",1.4105
"DAPK1",0.8569
"LCE1B",0
"HLA-DQA1",3.8879
"COL27A1",0.6491
"GM2A",28.5912
"H2AC13",0.3111
"CLPSL2",14.3146
"S100A2",3.3067
"ZNF700",1.6293
"POU3F4",0
"OR14A16",0
"CD47",15.7262
"OR52K1",0
"TLE1",12.0894
"MAML3",1.2498
"H2AC11",0.6105
"STRN3",5.0221
"ZNF239",8.0392
"SPINK14",0.5323
"SPRR2B",0
"CHRNG",0
"ZSCAN16",7.722
"MVB12B",2.1273
"ILRUN",27.8455
"AC008758.1",0
"OR11G2",0
"POTEI",0.0559
"ADA",8.0163
"ARID5A",5.7228
"PATE2",0
"PPTC7",1.6211
"KRT39",0.2008
"TOMM20L",0.1428
"RGPD4",0.0916
"NHLRC2",2.073
"H2AC7",0
"ZFP28",0.8829
"CRACDL",8.8659
"CBWD3",0.3313
"SCN8A",0.2994
"LAMB3",9.6314
"H2BU1",0.8017
"TEX43",0
"KPNA5",0.6655
"ANKRD36B",0.1156
"ARHGEF12",7.8388
"HCAR1",1.2725
"PDLIM7",27.5954
"FLNA",102.8127
"TMEM26",0.2695
"SRGAP1",0.5012
"FAM3C",5.8131
"NOP9",3.446
"OR2T4",0
"ZNF705A",0.024
"SLC39A10",6.9834
"CASP4",11.8834
"AP2A1",13.6208
"ZNF585A",0.5027
"FUT11",4.6039
"SMIM10L2B",0.4259
"ANXA4",8.0542
"LAGE3",79.8866
"WDR5B",3.8388
"FAM163B",0.0116
"NPIPB9",0
"WDR45",5.4452
"METTL9",11.8864
"ZNF138",7.1566
"ZNF429",2.7491
"ZNF470",0.7714
"SERTAD1",13.5835
"ZNF100",1.8613
"EOLA2",5.8371
"ZNF398",3.8533
"ZSCAN25",2.066
"ANXA6",72.8824
"ZNF441",1.4466
"GMFB",7.1239
"SIGLEC15",0.1512
"ZNF420",2.3372
"ZNF763",0.7111
"ZMYM1",2.2316
"DTHD1",0.0566
"H4C3",0.3005
"ZSCAN26",5.0095
"MAFG",3.7324
"ARRDC1",18.4893
"KIAA1671",5.148
"KRT35",0
"IGF2R",6.8121
"LCE1C",0.0251
"GAL3ST4",5.3113
"DYNC1H1",12.1333
"SLC6A17",0.1153
"IFNL3",0.7442
"PCBP2",37.2049
"ZGPAT",0.6473
"SLC25A29",5.5112
"PGAP1",0.293
"SRC",14.8371
"ZNF679",0
"ZNF682",1.7364
"OR8B8",0
"ZNF772",1.3378
"ZNF257",0.1716
"PCNX3",8.862
"ADAM32",0.2976
"ACSL5",14.3177
"LRRC8B",3.9521
"ABCB8",3.9857
"H3C12",0.0608
"SND1",73.5981
"ZNF785",1.5878
"SULT1A2",0.1805
"NEK5",1.0204
"PSMD12",10.6243
"MAGEA6",0
"ADGRA1",0
"PIWIL2",0.0849
"NOL4L",5.5488
"CYSRT1",3.8626
"SLC22A4",0.933
"ZSCAN5B",0.0507
"ENTPD4",3.9859
"C1D",1.9754
"TBC1D9B",15.1419
"OR1J2",0
"H4C11",0.6258
"SLC2A7",0
"FAM110D",0.5777
"SERPINA1",66.6688
"TPSB2",11.6755
"KANK2",10.0275
"C6orf141",7.8483
"GTF2E2",13.5264
"IL27",0.2738
"GUCA2A",0.0583
"RAD54B",0.5459
"ZNF165",3.1194
"SYNGAP1",1.5987
"FITM2",3.3739
"BLM",1.0659
"ZNF720",1.5783
"OR10D3",0
"DDI2",6.3324
"SVIL",5.2472
"TRIM33",5.8371
"LRP10",20.0631
"PELI1",5.5297
"ZNF655",3.9885
"MRPL21",20.1641
"LYPD2",0.0294
"UAP1L1",7.3158
"ZNF98",0.0159
"FBXL22",0.7409
"ZNF786",4.7388
"ZNF517",4.7074
"S100A7L2",0
"ZNF675",1.5863
"SLC22A5",2.3367
"DACT3",1.9437
"ADARB1",2.8395
"ZNF860",0.7822
"HTT",1.9465
"OR6N1",0
"C5AR1",3.9423
"DIO3",0.4136
"CYP2B6",0.0466
"H3C4",0
"DCHS2",0.0511
"VEPH1",0.8451
"FABP12",0
"SHPK",0.964
"OR51D1",0
"IPP",3.9391
"OPALIN",0
"OR13G1",0
"MAP3K5",3.4261
"OGDHL",0.1124
"CYP2F1",0.0173
"GSTK1",35.9647
"HNRNPAB",142.9721
"OR2L5",0
"STMN3",30.5455
"PDGFA",7.9757
"GYPE",0.052
"COL13A1",0.6659
"SPN",0.6148
"ZNF695",0.5926
"PCDHB11",0.3294
"ZNF628",3.0866
"GALP",0
"SLC2A10",7.0192
"ZNF665",0.5056
"RPF2",13.8414
"SLC28A3",0.1827
"FAM177B",0.0802
"MIB2",2.5209
"OR6Y1",0
"MYO5A",1.8955
"GZMM",0.368
"ATG7",4.006
"SIPA1L1",5.4426
"TTC30A",6.8324
"ELANE",0.1184
"RAB40C",11.7085
"PIGN",1.9426
"COL4A6",2.1562
"ZNF624",1.2632
"HOXA4",0.0201
"TOPORS",8.1785
"BCO2",0.1697
"KCNMB2",0.0098
"ENTPD6",15.0117
"DMBX1",0.0515
"OR11L1",0.0179
"ENPP1",14.5213
"CCDC154",0.1148
"FAR1",5.1147
"CPLANE1",0.8347
"ZNF841",2.2876
"MFAP5",29.3752
"MYH6",0
"ZNF615",2.6483
"EOLA1",3.1683
"CDC42SE1",39.6054
"MPEG1",1.5153
"SERPINB2",0.0634
"DPP4",0.8904
"SERPINB13",0.0192
"PDCD1LG2",1.4514
"ZNF433",2.1347
"CCER1",0
"DNAH10",0.0932
"SLC22A24",0
"OR51C1P",0
"KRTAP26-1",0.0583
"SPTAN1",21.0279
"NMB",2.501
"PARVA",16.6645
"KLHL14",0.0176
"OR6C74",0
"FAM114A1",12.5476
"RPE",6.4558
"ZNF460",0.2127
"CR1L",0.1759
"PHF2",12.0221
"RPS26",136.9371
"SCGB1D4",0.039
"PSAP",480.4236
"S100A10",518.3802
"CFAP43",0.6969
"LHFPL5",0.2331
"RPL37A",118.6318
"HOXC6",21.4612
"TXNRD3",2.181
"CFD",13.7441
"STPG3",0.1187
"MAP1LC3C",0.072
"MCMBP",15.2734
"EME2",1.8231
"KLHDC1",0.5383
"ZNF81",0.8286
"TAF13",18.108
"ZNF780A",1.1887
"ATAD3A",11.4344
"OR5B17",0
"OR52M1",0
"FAM118B",3.6902
"ZNF461",1.2337
"CCDC180",0.0339
"SLC9A8",3.2218
"OCLN",1.88
"CFAP299",0.0662
"H4-16",0.2428
"CYP2A13",0.0198
"ZNF181",1.8038
"OR8G1",0
"INKA2",0.9819
"ZNF44",2.0843
"GPAA1",86.0948
"ADAMTSL2",2.7437
"SGTB",1.1021
"ZNF790",1.3806
"PRB3",0
"CYRIA",1.3788
"MYO1C",42.6061
"NKIRAS1",2.0871
"OR1S2",0
"UGT2B17",4.9393
"MEIG1",0.1306
"SLC22A12",0.0103
"KIF13B",1.4551
"NRAP",0.0153
"ADH5",19.5572
"SLC22A6",0
"H2BC12",49.6704
"TEAD4",7.5667
"SPG7",1.199
"HRNR",0.0036
"IFNA1",0
"HES5",0.0919
"ZNF677",0.519
"ERO1A",10.0842
"ZNF823",6.4772
"ZNF311",1.5549
"ZNF347",1.7002
"OR5H2",0
"PLCG2",0.507
"FCHSD1",0.6615
"ZNF71",2.0268
"AADACL2",0
"S100A6",305.7523
"RPL12",560.4333
"DNM3",0.7398
"ZNF121",9.3324
"MPZL1",49.5276
"VPS13A",1.039
"MBP",1.1066
"AKAP17A",10.1808
"AKAP17A",0
"ELOVL2",0.4971
"GOLGA6L9",0.2221
"LEKR1",0.2918
"C1orf122",22.727
"AL592490.1",0
"CLEC9A",0.0061
"KEL",0.7649
"NOL8",6.935
"IRAK4",4.581
"CCDC151",0.7005
"DLGAP2",0.0023
"MRPL42",6.6204
"ENTPD7",3.7026
"FCGR1B",0.2012
"SPANXA1",0
"ZNF335",3.8533
"ZNF560",0.0116
"TUBA3C",0.4916
"RPS4X",961.0371
"ZNF273",0.9345
"ZNF84",2.9973
"MAK16",2.7169
"ZNF667",0.148
"AVPR1B",0.0275
"SIRPA",7.1875
"GRK6",9.0433
"PRIM1",1.0476
"MARCHF5",13.9128
"POTEH",0
"NPIPB13",0.0334
"AKR1B10",9.8072
"SULT1C4",0.4404
"CYP2A7",0.0269
"ZBTB14",1.6532
"KRTAP9-9",0
"CD2AP",7.2942
"NUP62CL",0.0186
"SFI1",3.8701
"KRTAP4-6",0
"TMPRSS11F",0.0335
"ZNF649",0.8466
"ADH4",0.0213
"OR2T6",0
"ZNF248",1.0115
"CHSY3",1.8644
"TOR4A",1.2215
"LPAR1",6.3465
"MB",29.2163
"OR2L3",0
"DEFB107B",0
"HIBCH",5.6934
"ZNF544",4.2338
"TMEM229B",5.1889
"SOWAHC",5.5468
"ZNF770",2.4489
"NPIPB6",0.0652
"HMGN5",8.6322
"MIER1",4.0817
"MAN1A2",5.2073
"SVIP",4.3161
"ZNF251",7.7687
"DDRGK1",47.5327
"FAM47C",0.0053
"TFDP1",30.5129
"CLEC4C",0
"ZNF607",2.8691
"BPIFA1",0
"ZNF334",1.1195
"HSD17B11",4.1383
"SZT2",0.9527
"SULT1C2",0.0455
"ZXDA",0.7314
"RPS6KL1",1.0443
"AC092143.1",0
"CACNA1E",0.02
"QRICH1",13.5078
"CSF2RA",0.3587
"CSF2RA",0
"FKBP1C",0.4955
"DDX42",15.9658
"RPL23A",83.0534
"SLC29A3",4.1664
"STYX",5.496
"UBL5",96.5489
"HELZ",3.5896
"TMEM116",0.8902
"KRTAP4-5",0
"UCKL1",11.3555
"OR5B21",0
"CARD11",0.6876
"ZNF485",4.6495
"PEG3",0.0926
"SDAD1",12.3426
"ZKSCAN8",5.3403
"PHETA1",4.2526
"TMEM239",0.0089
"HYLS1",8.8651
"MYL4",0.5102
"ZNF442",0.3137
"ZNF813",0.9437
"HOXC4",8.2448
"DCAF12L2",0.7102
"PIM3",52.6629
"GET3",79.1755
"ASPH",21.3798
"SPRED2",11.3394
"WWP2",0.9842
"GFPT1",12.4395
"UVRAG",5.0157
"KRTAP13-1",0
"ZNF26",0.3609
"TMEM207",0
"ITSN2",1.5371
"NTRK1",0.1102
"OGA",24.603
"MT1F",1.7839
"TCAF1",6.0679
"ZNF69",0.9051
"TXNRD1",8.1784
"NRARP",8.5459
"ZNF583",0.768
"KRTAP4-1",0
"CCT8L2",0.0084
"OR14L1P",0.0116
"ZNF568",0.7647
"ZXDB",2.7967
"ZNF480",8.8843
"ZNF587",2.1259
"TPM2",83.3244
"RTP2",0
"SH3BGRL2",1.0728
"ZNF808",0.9826
"ANKRD35",0.3826
"B3GNT6",0
"YTHDF2",40.6283
"TMA16",4.7682
"HLA-DRB5",18.8627
"ATL1",1.9156
"CNGA1",0.7992
"MAFK",2.0772
"ARMH1",0.909
"ZNF43",5.6208
"GPN1",8.2604
"PLN",1.0762
"C2CD4A",3.6291
"ZNF28",4.0073
"ITGBL1",4.6708
"ZNF511",4.6262
"C20orf203",0
"ZNF627",9.4811
"KCNRG",0.1498
"WDHD1",2.1674
"ZNF789",0.7536
"CTNND1",1.6487
"DDX39B",4.968
"SLC34A3",0.0377
"RD3",0
"SPANXC",0
"SH2D1B",0.0249
"ARC",0.9005
"NUDT16",3.4757
"TLK1",8.5711
"LRBA",3.334
"ZNF536",0.0281
"MMP17",4.1613
"OR2M2",0
"BAZ1A",9.697
"AKR1C4",0
"COPS8",13.9987
"CCDC69",1.1543
"MDM4",5.3643
"RYR2",0.0136
"ZNF534",0.0689
"KLHL9",9.1485
"FAM3D",0.0321
"NCOA6",7.6718
"STK39",17.6795
"TAT",0.1101
"C6orf89",13.1823
"CALM1",50.8192
"LPA",0
"TAFA2",0.1541
"OR10G6",0
"TTC37",7.0443
"OR5BS1P",0
"TUSC1",16.8967
"MAGEA1",0
"PAPSS2",23.8273
"SLC9A6",0.6527
"FAN1",0.8656
"ABCA4",0.1404
"EIF1AY",0
"MT-ND6",1346.5723
"IPO9",15.0773
"GPX6",0
"CEP290",1.3499
"MT-CO2",7066.8638
"GLMP",13.4056
"TOGARAM1",1.3617
"DLL1",0.9106
"ANKRD13B",4.6872
"ECI2",10.8852
"UNC13B",2.0857
"TEX45",0.351
"MT-CYB",3128.1621
"LDB1",37.0834
"PPP1R14C",1.8963
"CTR9",11.0266
"SMOC1",0.4855
"F5",0.1799
"MSRB1",50.182
"LRRTM3",0
"ZNF652",3.4076
"SMURF1",3.3021
"SLC5A3",3.5345
"GPATCH3",7.7645
"CDC42BPB",7.7414
"PLXNB3",2.0522
"OXCT2",1.1141
"RPL10A",628.2684
"COLGALT2",0.1136
"EPS8L3",0
"EGFL6",13.4923
"MT-ND2",3682.4353
"SYCP1",0.0732
"APCDD1L",1.0739
"RCSD1",1.2117
"RASSF9",0.104
"FAM169A",0.2732
"ZNF830",4.5452
"GRIN3A",0.7071
"MT-ND5",1295.5427
"MUC2",0.0769
"CNOT7",5.5005
"TMEM184B",17.8441
"MTOR",5.8413
"SCAMP5",4.7708
"ZNF521",2.3491
"ALPK2",0.5963
"BRINP2",0.7239
"MAGEB3",0
"LRIG2",1.8927
"MT-CO1",7139.4751
